"PID","Sale_Price"
904352190,138114.653426021
910226040,156924.227308505
908130020,135292.327014347
528458130,331627.465445768
907251100,256664.183190211
528429050,243580.828174945
531450030,191493.866582196
535152070,143590.374473011
535402010,185953.97487792
533212020,165767.640658914
528102100,269187.806092897
532376070,118442.582080477
902305090,90652.2786425059
909425085,264757.490570262
534177180,251651.938498874
526351100,167909.330974075
528150090,368102.956970919
528348010,243305.389060767
903430060,132875.16873368
534402060,147421.958115567
533206060,199539.383384792
907285010,225836.744199525
907265100,212838.495031341
535327230,103511.928845655
535103050,211242.587960174
528488140,212562.245778572
905352180,227408.59168451
528178070,352108.702605251
531479020,81773.1683118896
907201280,131157.294169727
902103090,116501.079090462
527180040,196608.043558152
902128075,109616.721037891
907290240,144070.686268812
528235190,190539.220400357
527455100,140017.800363928
533130020,235240.952877126
903476090,113448.846429833
533212010,155980.619988315
528292030,266275.605177069
535353240,168793.184614784
535475010,151522.177844974
908127120,117300.341116176
923226320,85384.8666811046
909452050,221221.499857756
905427030,268187.149458867
923225510,134683.011159492
902302150,137867.950083264
528222010,279107.98046566
902106040,169777.435780255
903236040,110659.530428557
527455240,114515.575031671
905227050,137166.649132669
906380180,192815.774914378
923228390,77217.9918419597
527365010,267846.723601512
535376060,146242.329683652
528429080,279103.081675122
905107300,164548.680682911
909475020,239870.691758733
527403310,148046.477025603
528228340,196428.93729821
903231060,33973.8257666717
534202160,142155.384628156
907192150,188127.382972701
527163080,156737.56864953
528228430,195348.092676095
914467050,205223.271946636
909175080,47485.0936709235
902206040,133422.743240602
916477060,289684.589950672
911204100,78780.9506031422
528480150,197157.971704087
909254090,168765.176681892
905228050,38547.7543632959
907425010,149004.541036021
906201021,163997.424272606
902207110,77489.1140385326
911370520,281084.935959987
534427140,150646.017865496
528431030,220548.161931241
904302030,160442.873318816
923201020,144723.239902479
905103110,122794.288505963
907285050,190512.849215438
905475150,132052.666251368
528427070,225432.815813943
534178010,134715.312462037
908154195,492418.660876181
909281130,263913.156753351
534175010,153745.265291401
528174050,196393.139161629
910200040,116005.170918215
905477010,98578.1522348674
535154050,128858.549717725
923275140,118055.229460924
905475160,127703.112952597
528382020,310500.976769643
533213140,167618.827748771
906392090,256119.57624571
906340090,363468.344915106
527453070,132645.247043702
903236010,121991.587501296
534431020,136160.388573343
534250410,192422.826614587
916253320,285607.303497549
923203100,170682.932524121
528221010,186739.043691492
527110020,159295.701076543
527454130,139191.964035227
902206270,131265.349258533
535454050,83627.8191830235
527107130,174778.52844072
532376180,114924.23467966
913350030,208967.232753383
534276290,108223.836743545
532354070,140245.762517651
535154130,145648.18032292
909427200,161695.317607819
534252060,146652.548907913
527451550,109515.643141415
923275200,130002.006509359
906225210,162756.202613277
527161010,177201.380749811
907405030,220142.525176434
535327140,110970.158345881
916475100,305413.072586774
905402070,113913.602472737
527302175,178799.624844184
903202170,137947.15657324
906426090,173854.264157129
910202100,119476.553026738
909451180,125124.085619949
905100060,129113.96816123
527355280,205670.825114996
909275110,188202.262749925
527302020,183452.487192941
534250400,189350.8992248
903235020,94290.9755142431
528222030,185362.986190316
528477050,370857.857359928
533208020,226941.655980683
531452180,202000.290454783
909428180,189899.709139461
907262020,189505.795816431
535300120,174503.201555652
907275090,224983.728821368
903458110,102818.041770354
532376160,136894.343134178
528363050,318290.615671804
528458040,229435.495887823
527208010,381464.599424212
907185050,200296.347884551
527356050,140858.181283344
923203110,160872.834247274
905105040,113691.551810172
534475185,156824.390617826
907194160,207845.05078354
909254140,109998.647780191
902401130,147386.004662949
905108120,158527.799065007
908275300,150654.356118868
533221100,172579.580824932
533236060,200031.964818022
532377140,127214.092893547
527164060,168759.803964186
902301130,114172.478514889
528315090,325350.684344359
923225050,130025.360307717
902128020,98789.2665866372
528280230,230281.453273953
527358200,173722.957070009
907187080,189018.460495354
905427010,194366.623999608
905325020,263110.095453874
909254070,166821.158188431
905351045,179099.249910697
902205090,114658.966580141
535150280,132979.922722125
533253160,184015.227951007
532377130,138081.177539992
535478070,134855.730472577
905451050,147590.522883712
902102100,114052.451839952
905201090,161206.194826219
907252020,246943.141981617
902325160,97378.9393615309
907125040,150776.361509251
527450030,109846.918483153
528228360,202287.601916135
528222050,171830.653936124
526350040,120881.42457405
535105030,135170.399282292
535402330,190090.678638698
906392100,243003.560996673
909455060,151297.539388811
528186050,286340.527163397
531451280,200473.792234428
531363010,176895.960851732
528228325,194213.606228823
535303050,151474.414453498
923203140,158156.906679185
528480160,196665.621334014
528235120,188852.883793478
923400125,128083.842290098
907202080,138838.703983137
906226120,146341.08565066
907410100,184855.905130596
533125080,287306.416003696
527455050,143353.052433813
535301080,120745.494475532
905403050,108811.406602599
528480170,261131.571461619
535378080,126042.360065488
528439050,228964.173434334
917425190,201088.649156902
905401020,248899.092183569
905300080,136159.619495324
923276030,139226.527843903
535354100,136822.664386968
528240150,190722.669179461
916384100,259794.026433991
903225140,124997.779076135
527359050,146677.291210704
535177100,147001.404013605
905402060,133409.150760019
528290170,194507.55677321
534403290,208262.124907963
528458030,221485.977954585
906226110,123089.776838187
535453040,126851.531364385
903475020,121139.265394672
528120010,296455.074193451
907130110,177806.370300334
905107380,129505.094198901
528390210,242472.38848209
527402060,151350.442833055
905226110,142768.677622774
903231130,108572.425762608
535178100,158830.766115047
907125090,156455.934966163
911226030,76869.2576186709
902477130,43093.6538210378
909282020,241938.532524069
907280170,211700.536154803
527166040,161362.269740685
528458140,267623.676892646
528120060,375202.975183251
902301120,123924.764076406
909254150,146026.015344096
923230190,127781.708505873
527163070,182054.030456721
533206050,198587.598962662
916403250,226592.734488793
534428100,151709.706291991
528275060,178457.178702113
527425025,122834.026114335
908103350,136657.030472728
923400150,114657.131631473
902404010,145758.425656971
533206070,235455.928478562
528180110,328315.314095833
534402140,152179.335414818
905452050,89100.9845348475
535151160,140498.586893926
909280030,225632.683406249
535426130,192002.660625242
909475050,226435.20718913
534452060,134899.904550833
902106070,120253.088087549
907290260,258620.354503519
534177230,212033.088409827
909101180,121340.458267533
534201250,165942.354435321
535325400,104966.010177183
902128100,111707.59877343
534127270,165433.821616297
535325280,124856.613274572
528480060,324538.230196821
527210030,478162.461952786
906201030,171509.214730294
905427070,210937.66361383
535153150,161043.48860176
907227090,125827.578591631
528106020,496007.412596395
527455250,125214.744786149
907125120,138479.427674733
528441090,344677.791401014
535454160,135802.758114744
528275110,220921.038975518
911175360,95976.3940065207
903425190,213042.428905502
535451250,140814.372381732
535403200,117741.436502318
923277040,146130.668595884
527425090,100203.383373417
527451330,101392.017294721
909275040,136722.827397228
904300150,86686.4074559281
528482090,300400.931964008
902401060,85347.0647228281
527302185,255475.980325961
909475070,232030.567478697
527405160,115269.577813082
903232100,138448.017932487
534451020,75324.7057563898
910206110,104094.126912228
902105050,124431.202936835
903426200,147540.332530404
528228435,196035.559313303
528120130,385938.305784453
533254050,209856.318257879
908103260,128000.860933499
905200290,164133.959785296
532478020,295809.554804059
907405140,202388.949212193
906394060,186113.470941342
902207140,106373.29324832
533205060,232279.177737917
535382150,90950.3861933566
909176180,139686.996799752
531367050,229815.053394472
905476225,127030.350380928
535301170,151781.238695378
535452060,129839.281416796
924100070,168259.91406407
905478190,100957.443318304
903230100,110910.728664237
528178090,354817.439455259
906392110,254665.841785641
531382070,246876.114663884
531375110,162441.014229646
916382010,213796.021336554
909101080,85775.8502714684
906223180,223455.960587695
534200030,119648.931875865
910203090,109673.066824587
528292020,211906.926419923
534451080,79992.5071823928
528488100,194422.646675567
904101040,122202.545285805
527216010,418593.527916587
527451410,97442.6488389106
905104080,111849.723223946
531363030,173665.401278969
528294060,178872.962455751
534204120,142112.097272676
902106010,137682.204214761
902128150,150281.63085041
534402170,179242.53236552
528186110,288233.06800541
535402180,112096.996226169
907251090,253790.062221355
903232030,87226.8645605695
909175050,192047.721400391
904351280,127705.877180482
908127100,114016.219363827
531382090,180927.535973917
908102020,112294.683812233
903231080,114911.158841232
910207110,90706.4549049718
535383100,96224.4586963173
916382120,288416.980420811
535454060,83978.626104019
533217050,160654.147313502
902406020,115440.765520195
533251130,204055.924679728
532353050,131488.368784377
906204180,227392.251109231
527452070,140999.791407107
907252190,257865.537454198
909251040,149558.866918575
535327200,128744.960191921
906230030,256722.759062964
908188120,149755.41775197
535379100,133665.224831363
903430050,79746.8117271944
923252100,128785.227637927
903233030,127011.089240499
528144030,277257.043450411
907192040,222149.726378017
907202010,153145.236998127
916386180,208290.704503737
535403280,152055.553340711
526353050,236936.382545761
527210050,404995.637617693
903429080,173625.132954176
528150070,463797.482417098
527358120,160292.673062321
916455150,284531.858546359
916403010,187050.725994752
907253110,230552.22622131
527401160,128491.866693208
907203090,117824.676873605
906204280,256390.995952518
528360050,459113.807539179
914460110,222152.452961055
534127130,160483.868555466
527356060,164529.307046183
528186080,291859.850679477
906475200,248262.106767944
909278020,136222.600344153
528231050,190655.616118813
535380110,98686.513047444
535175070,145886.058326504
903228060,128161.362806773
528170070,260061.912657443
904301060,134497.45919496
902207170,99507.2079458932
535325320,126339.102816888
907275150,310700.692057995
535175030,161031.818707543
902105110,115169.812454971
910204050,144841.935744954
527146135,299631.396530559
528235000,172516.685525269
528275070,238453.614141226
527353080,178926.579146376
905478030,139282.464978152
533352170,174900.697687296
535457010,136885.392921115
924152030,225038.620034808
532377050,139856.347901761
533252020,165956.87080216
923225300,91544.3428116929
923228220,89680.4196312367
535303030,173216.145727807
906223210,239855.134658846
535402070,141076.782933478
906394020,206518.656578507
906403060,223292.427567017
534151120,264870.246184786
907135040,150525.670919839
528116010,333262.730906457
903429010,125771.562248304
533253070,193192.39466576
902406030,117158.668052659
903201080,175963.809331816
908204160,80704.9888247426
908250040,104834.012717137
534431130,119928.071874189
905377020,146704.478721679
534431070,151147.479404864
527165130,167844.925150679
527302090,212948.636295908
907202100,121745.318741787
907295020,220436.023403217
527163010,172307.940576873
904101170,120016.926416737
535354070,129320.319849865
535154060,166408.077562027
907202240,165775.037908557
528280180,212778.049785725
905104240,129447.337153129
534201240,141305.610007383
528490040,226951.295650661
527454200,139209.079090915
535403030,130236.674714506
528490080,200877.81495848
527127150,214862.172485492
906204140,217280.573894536
903227090,125402.990273302
528108140,404220.575120619
902304040,138601.306154241
527450080,124989.652352641
923202025,176060.495106305
905427050,164074.086422471
533223010,175265.402464672
906475170,290296.597072998
534428020,132463.259649646
914474070,226514.639578647
907262070,181642.552499248
528114040,384266.42390473
923225260,164476.656406482
906426060,265894.961057322
527404020,130308.65359652
902125080,106952.984491327
903476100,94548.1836211981
905475510,109845.050353302
534252240,159666.365609991
528228545,178116.535270117
534201280,130591.520868983
910205020,96883.9006595508
907200340,131808.214669955
535382020,138830.701677433
906382040,204738.262210597
909252170,136369.011074169
904100090,172179.256324502
531382120,213866.967883602
535105110,157280.717691304
535350040,134235.103175691
907410130,263567.908156377
527376100,148706.18013547
535177020,126025.892314739
533221090,169244.881776525
906201023,227891.386061224
533208140,183067.337506544
532376110,132427.640397945
905100030,141711.015713184
534204030,144050.602611422
902101050,143232.609477326
916176030,157141.025607381
534129060,206559.912754379
533253050,171420.87092624
902204120,136888.623243797
905351089,184787.204506001
909275160,137503.011687885
528366040,325141.680602296
527403120,96884.7296117223
905101490,134092.519788268
906382030,235172.757643947
534400120,172694.716241901
909428190,230394.146016504
527302070,178598.180011372
906200230,180852.851426518
909276160,279454.515630939
534151180,244215.424810908
903481010,90938.8228281702
902106120,87958.8646178636
910206010,46354.2219176777
916380060,263608.644227393
902301080,108099.737272025
907175080,217017.611190998
527162130,189986.434660239
535151080,131073.391844696
527131110,255847.561429335
923202137,114638.182505012
533252130,208156.192713559
531367010,199746.171897775
923225190,108101.157306653
533215040,266743.311337613
535454030,84143.0919560135
528344040,336720.644928332
906226070,117956.551000404
916125425,225750.713047242
527451640,117028.90508896
534129040,196565.47312783
528240060,190654.195677935
907401050,198974.172892784
533212150,155275.439902434
533210060,166748.209062831
528387030,289057.671035038
531385130,239845.207401629
907290230,147423.215850855
527328050,158168.215277273
907275140,292751.990683903
910203100,64349.5077880621
916125360,164210.385538703
528110070,292097.884483264
526351030,182164.83877717
905426030,184738.138921996
528477030,236889.478363224
908102130,107401.730615456
535179060,169604.361580437
535450180,80080.0947689072
902330010,145062.054272223
533213020,199868.396116257
531451290,184821.407459572
531375050,152405.457581299
528222060,182272.20530482
534476080,138395.137670572
531376060,186929.683484888
535455090,125731.554869682
527404140,109792.978138425
903206120,179479.541781028
910205130,137380.586111803
923226150,158875.40305531
533352150,150274.238882519
914478020,132090.753691633
905107320,141176.60645183
534151175,268664.88840247
923252075,134829.935941027
1007100110,136286.551233283
906475110,220510.34411629
534176250,138213.77298909
532477040,270850.19338428
531450040,175346.42059347
534278230,148819.240428626
527357180,292440.169430024
924100050,142888.76266217
911102090,85346.5786452047
907410040,200254.81104295
527354040,221379.391363053
903226170,133592.906467434
535453160,124457.972719362
905106140,145644.746409014
528480070,258281.328718887
528456220,201458.341387323
904301110,112342.753524291
528120100,234626.642650775
535304020,142155.543190754
905101200,108384.065283826
528427040,199811.264449739
526355080,355980.033146602
535403150,150659.477750068
527427230,188013.902315898
923230180,130351.367994801
914452190,140793.127137863
905225080,209748.140566665
533352075,211746.662215393
527276160,204480.894945364
534275010,131538.12665625
528150040,343751.010838567
908102140,116364.735271303
923225080,121515.449466352
905104180,136118.470470564
535451010,127468.7380583
907194020,215337.728765145
527375160,184313.328510561
906223140,239510.224179364
907290170,143912.447137318
527451650,117681.805052187
528186090,286648.948968183
527451450,101604.942403242
535476350,180206.585452821
528480130,212691.09062402
535402220,176448.774551211
527403360,121050.321751051
532377060,117058.264261384
527354200,188292.931486769
908152260,147646.20182418
528326030,305503.746490439
527452100,132358.705236891
535152050,209243.826847879
923228180,76916.7648586915
534104100,204850.359892312
902103150,129856.225250034
923203090,159061.522641694
903227140,129455.990307419
903426180,131380.415931161
528176010,452086.99508545
535450100,131418.583760088
905226030,109081.697894816
923276100,130813.734366358
528118030,412031.420308648
923225490,120805.865658868
914476450,189076.836013003
528458080,243528.901278616
535152280,144033.296756825
905426200,147111.073720538
906392120,294663.775281963
535402100,142059.202686946
907200190,139409.467513268
535302080,124662.800048337
535305160,100106.329670464
528221060,178044.436071507
533212050,164925.484161108
908208020,129876.997336192
534276010,116882.274107968
909256060,117669.186644611
528150080,358985.216832388
902134060,101537.863325297
534275220,123478.061125968
907410110,225315.755351891
923225370,103788.860687308
531452070,160207.998085209
534451110,119884.827523557
914475010,144164.661960451
527358140,206545.24630349
528250030,205805.68142863
528142010,315547.802560372
916460060,226453.405540776
535180020,160737.761023877
528386040,355140.332564783
906380070,331558.175344976
907260030,185944.391163831
535455060,118092.913023908
528358040,271312.131789742
909251030,141291.17199533
527164120,200331.800522832
528102010,373745.297267083
923229010,157362.748568373
527158020,170345.863412334
527455080,143905.840743885
907180040,200834.453130994
528327010,407567.620421956
528228280,197279.685068287
535180070,138543.408360001
905479110,123077.739936909
903484080,91574.4344845166
534426110,136175.437288359
534479120,122830.406420736
905475520,88026.3975257609
528174070,198578.850700778
916384080,236838.675426769
532377020,104687.017397383
909101190,137182.36578851
909275250,149525.810989391
905106170,125740.970985602
528172060,235425.047718527
532377100,122779.173925742
528290060,155589.990084457
534400060,161607.200819285
528221040,201089.436575452
531380080,241948.115883119
909455040,167105.138967759
907262060,241051.794344074
527455060,141008.426430804
531452020,121970.082962534
527425060,110399.312224009
909250030,101850.823807879
535180100,139024.374764119
923225200,123757.347273175
534128100,160259.767574953
528253020,219972.690184505
907230240,142596.279096053
527451020,112212.388393225
902103170,97709.8232521047
534226120,125601.937869135
533250110,215942.265795213
907280090,239482.082279424
909101060,67723.9918359464
535380050,140689.251046609
531475220,160008.634273558
907425030,148849.701315063
907192030,183662.217462613
535377100,94500.4290286215
923202220,145498.839833738
923229100,196389.566775172
902106140,106327.085982934
909475230,325736.635047549
526303060,202382.702867524
528294050,161589.885944106
909275310,238609.826932271
528480040,251056.335389051
903226160,112070.454064087
905480030,112399.271389038
907425015,154184.981920607
528218150,182218.984483389
905352140,239616.407897991
907290020,252429.906487018
909251170,155278.037401475
535302070,123636.664052672
532378240,120322.37245325
527402130,111482.569421145
533221080,170146.592353974
905108170,148545.609725528
527158090,173243.143341379
535355020,183996.881975979
535451210,104984.251032716
528326110,333362.77550588
908152060,132665.518183287
908188140,149755.41775197
531375060,145774.10193877
902204060,124650.486969849
907194110,192826.531470874
907196060,204386.32814888
909250210,113837.769312887
902109160,121297.574062214
907192090,212919.273582407
908276140,103472.620188275
903456060,83685.6407365452
535353060,117261.613124763
534175080,216449.630604979
903430080,121187.43328475
906223110,226841.532226111
528431050,267101.145150051
914476430,163914.900241514
906426195,260495.319020087
905226130,152096.46692909
528363110,335812.203736454
907412090,193503.952400708
905402110,132593.93787231
528102110,466404.95407344
908201100,85098.2827493788
914476080,119968.965867171
533206040,176236.520696785
909281080,232900.745301162
902105130,81848.6894797532
916403230,189772.010549344
